37463.5	846.02142	0.022583	0	37896.5	798.65776	0.021075	
101908.5	1326.177837	0.013013	0	103055.0	1253.27474	0.012161	
58106.5	1069.844796	0.018412	0	59509.0	1011.068989	0.01699	
55867.0	965.518895	0.017282	0	56460.5	917.520545	0.016251	
61707.0	1065.342268	0.017265	0	63320.0	1010.362064	0.015956	
95284.0	1244.597104	0.013062	0	96114.0	1177.975838	0.012256	
72728.0	1074.798113	0.014778	0	73356.0	1016.20236	0.013853	
77079.0	1147.342269	0.014885	0	77898.0	1083.001433	0.013903	
107014.5	1341.633679	0.012537	0	108020.5	1265.327787	0.011714	
62616.0	1059.116875	0.016914	0	63506.0	1003.299102	0.015798	
69381.5	1106.697609	0.015951	0	70023.5	1042.348103	0.014886	
63380.0	1094.999123	0.017277	0	64996.5	1030.81865	0.01586	
48192.0	917.234624	0.019033	0	48592.5	869.384439	0.017891	
47256.5	908.991983	0.019235	0	47666.0	861.91586	0.018082	
48900.0	970.832603	0.019853	0	49588.0	914.828806	0.018449	
47993.5	886.163556	0.018464	0	48406.0	838.107228	0.017314	
41935.5	854.790973	0.020383	0	42471.5	810.381413	0.019081	
37019.0	804.950352	0.021744	0	37368.5	764.413111	0.020456	
47603.5	931.962546	0.019578	0	48047.5	880.751294	0.018331	
40315.5	847.53614	0.021023	0	40654.0	804.085908	0.019779	
42837.0	868.406196	0.020272	0	43192.0	826.660468	0.019139	
81556.5	1136.839749	0.013939	0	82068.0	1078.21789	0.013138	
38611.5	801.879284	0.020768	0	39073.0	760.352503	0.01946	
29538.0	715.754394	0.024232	0	29808.5	677.130873	0.022716	
36881.0	848.808219	0.023015	0	37703.0	801.642909	0.021262	
38476.5	785.394006	0.020412	0	38789.0	746.238027	0.019238	
72508.0	1057.685416	0.014587	0	72998.0	1003.790486	0.013751	
35529.5	737.192995	0.020749	0	35834.0	701.95018	0.019589	
34624.0	752.465072	0.021732	0	35131.0	713.132807	0.020299	
39942.0	821.49451	0.020567	0	40344.0	781.525306	0.019372	
48064.0	871.376759	0.01813	0	48465.0	830.207219	0.01713	
32397.0	725.69552	0.0224	0	32705.5	687.078242	0.021008	
43108.0	871.376758	0.020214	0	43667.5	823.892977	0.018867	
52310.5	1009.903672	0.019306	0	53568.5	950.46288	0.017743	
31861.5	717.168609	0.022509	0	32192.5	682.442907	0.021199	
38658.0	849.778779	0.021982	0	39112.5	805.033299	0.020583	
53579.5	991.276257	0.018501	0	54430.0	938.244028	0.017238	
44655.5	871.678275	0.01952	0	45092.5	828.601465	0.018376	
62898.5	1007.90367	0.016024	0	63521.5	959.555432	0.015106	
55746.0	951.945301	0.017076	0	56317.0	905.606151	0.016081	
59080.5	977.844796	0.016551	0	59475.5	926.920868	0.015585	
40001.0	790.121926	0.019753	0	40337.0	752.457889	0.018654	
49052.0	896.004175	0.018266	0	49438.5	851.687153	0.017227	
37283.5	786.908722	0.021106	0	37643.0	746.882877	0.019841	
44437.5	883.134121	0.019874	0	44859.5	838.415468	0.01869	
